geoid,2010_population,2010_household_income,2010_home_value,2010_no_nonh_caucasians,2010_no_nonh_blacks/aas,2010_no_amerinds_alskns,2010_no_nonh_asians,2010_no_nonh_hawaii_pacific,2010_no_nonh_others,2010_no_nonh_multi,2010_no_hisp_latin,2010_construction,2010_retail,2010_information,2010_finance,2010_edu_health_social,2010_arts_recreation_accom,2010_public_admin,2010_armed_forces,2010_bachelors,2010_male<25_bachelors,2010_female<25_bachelors,2018_population,2018_household_income,2018_home_value,2018_no_nonh_caucasians,2018_no_nonh_blacks/aas,2018_no_amerinds_alskns,2018_no_nonh_asians,2018_no_nonh_hawaii_pacific,2018_no_nonh_others,2018_no_nonh_multi,2018_no_hisp_latin,2018_construction,2018_retail,2018_information,2018_finance,2018_edu_health_social,2018_arts_recreation_accom,2018_public_admin,2018_armed_forces,2018_bachelors,2018_male<25_bachelors,2018_female<25_bachelors,2018_>25bachelors,2010_>25bachelors,2018_percent_>25bachelors,2010_percent_>25bachelors,change_percent_>25bachelors,percent_change_home_value,gentrify_elig,test_two,gentrified
1.0,-0.11310067367269946,-0.11184287311226547,0.20858830511965407,-0.136799000001342,0.05141537972844229,0.026999278467683723,-0.019610701064026757,0.007699800486747397,0.02778573989117898,0.01182779423955428,-0.006296901193617299,-0.07049608764697186,-0.16098642974376237,-0.0457510082587554,-0.0553624674720583,0.021397044208824906,0.030739678784310182,-0.0025564200618847545,-0.0038536505510315348,-0.13830871176000858,-0.016461300236126186,0.05167503590193073,-0.10787628358259267,-0.08311379124062379,0.2566638029321426,-0.12179568721965439,0.053860965858664026,0.058909314938551956,-0.030323950660384912,-0.009115328993083763,0.038022842100118366,0.029564004098841464,-0.029842353986714098,-0.06800169621625889,-0.1605509181403765,-0.009165188012782068,-0.04984785376341665,0.01797009735340951,0.05262762927096444,0.018080918040891156,0.0062494324041820325,-0.13804486634505525,0.009207738490506382,0.006426054229455999,-0.1693766904644408,-0.17238586883666976,-0.14398163238436085,-0.14121549941933453,-0.009207124641894644,0.08620168070298737,-0.142336038740824,0.05763408381111653,0.016350199403491073
-0.11310067367269946,1.0,0.11527601728431378,-0.03486534041144469,0.5737170259384181,0.15385972143397403,0.1454999404354037,0.30009518744756547,0.00659794723717876,0.0566810623106788,0.3734070792856249,0.4140417597056429,0.4367578478943923,0.6982540269800013,0.4750066967556357,0.5692573941071137,0.7893214525506728,0.551473374151984,0.488000071056974,0.09626812939450718,0.6463705002432169,0.39670568791453925,0.384724824123006,0.9554567410321142,0.10316359248166536,-0.07592209258914744,0.5550437032025944,0.15696250149488028,0.1688854477354426,0.2891431928746891,0.0674574762887857,0.0502296493704301,0.34076660364788813,0.42479289713638446,0.4374702278297626,0.6899432056429201,0.4282842965942684,0.5150702611808471,0.784118768025173,0.5550017923746626,0.4878636088430213,0.08966895064856752,0.644613746128774,0.3680580948488367,0.40846702148554603,0.6435526597869095,0.6409909613855996,0.0650889890814029,0.0690302437748583,-0.004141854002465284,0.022313859749475307,0.023721057693969157,-0.03180895905526486,0.03378772118737401
-0.11184287311226547,0.11527601728431378,1.0,0.4416785800088923,0.5388517635881666,-0.33256302406631333,-0.11833993983098513,0.006897211595469837,-0.010461441237095786,-0.10883338372223293,0.08814369372941337,-0.3921359471479563,-0.04072116905057597,0.030657634835126808,0.28833306664623604,0.4336714740084723,0.15382376709895773,-0.12000304998814833,0.12129880413469149,-0.023619442740344866,0.4864969536125419,0.13748106172220406,0.1235394324938291,0.08808864521895808,0.9184268475556971,0.3205988551028107,0.5147600063004542,-0.32429813163023025,-0.1288191503525498,0.03901088284853853,-0.011693724401185683,-0.09414874956978748,0.07275161122910238,-0.3828351606938544,-0.06021395941604898,-0.005597478686608526,0.2478474413357146,0.430270207300361,0.12784968615358303,-0.1816886287841489,0.1099124729954655,0.017531931567400117,0.430833006434119,0.0625532334465876,0.16561935431990385,0.48702317624981567,0.545575825026403,0.6117238057534312,0.6562229435430198,-0.050855457225328075,-0.041888489178467964,-0.43897889653772615,-0.009860859051834045,-0.057195867365808985
0.20858830511965407,-0.03486534041144469,0.4416785800088923,1.0,0.1901574496905142,-0.2170391457564688,-0.04216665906345924,0.0853289644770869,-0.003843698315013358,-0.057265861488864256,0.024934349784577814,-0.2220565490423228,-0.17002217312466958,-0.17359958570495956,0.26826259272634734,0.3145996170358611,-0.05166986713340052,0.029456965671865416,-0.16910091005899786,-0.07305970190585936,0.31176482893273005,0.2339176277230495,0.22539272305604383,-0.037308804121555246,0.4991978066813232,0.8450478016683127,0.2110148232388677,-0.22743425369011097,-0.057637495163389424,0.09897877133121531,-0.006783278137225956,-0.06519025970234756,0.07471182871249718,-0.2513137474744874,-0.18461055702985676,-0.20825199814349568,0.2956626866040137,0.35309746813261556,-0.051168171188124015,-0.03438413896515687,-0.1797591225367325,-0.034177217063745984,0.29836188184844314,0.234301482582003,0.1921394335181934,0.2814863939761773,0.2930242172149967,0.434835917222919,0.4211490200167869,0.036336210394197134,0.0055453139106050545,-0.4868530533452743,0.09432396893316228,-0.06567035143182591
-0.136799000001342,0.5737170259384181,0.5388517635881666,0.1901574496905142,1.0,-0.4511564493157918,-0.08287873534730565,0.01481236970505095,-0.005878363706740447,-0.15061860589097353,0.15677063082501344,-0.26728312662427195,0.27417680406570355,0.4089619614094507,0.4684202511943775,0.5594787550533462,0.4634168880103798,0.15983076576378133,0.3792182926851607,0.052623083060573214,0.6804128980730102,0.3245374305105236,0.3192806281438695,0.5367641865647796,0.5351747914381678,0.08677390719520695,0.9697537375424125,-0.4313337988414611,-0.0664887345475135,0.04124575177203425,0.022527420885494923,-0.14698450096358934,0.17024167790685385,-0.23241688357273588,0.2620932745801074,0.36890581913871523,0.4046924878399877,0.5346843203310261,0.4790812550460723,0.08873381419593737,0.3780436424332118,0.0983637105694146,0.6509964754774097,0.26566657076134176,0.3378548376588823,0.6840786264713398,0.7098636996328821,0.44144708429977714,0.44160567205664014,0.014410221654770633,-0.05410303916302386,-0.2896794237819812,-0.04911975685036834,-0.03435173976752776
0.05141537972844229,0.15385972143397403,-0.33256302406631333,-0.2170391457564688,-0.4511564493157918,1.0,0.09220987689993079,-0.15422015620316196,-0.0017095124374419215,0.09569974351566803,0.12117739120752487,0.14904982259755536,-0.07775888884096405,0.021944909197839865,-0.06798174819213786,-0.10889288364630577,0.3131565281985356,-0.026341018638120405,0.17349791638633025,0.051322581047045776,-0.1670502691036993,-0.10623900328440675,-0.05667763468402344,0.16127629986370737,-0.3460264415711658,-0.15844849783891327,-0.4275278945662371,0.9626066553713895,0.07913269914276139,-0.15779744299472886,0.01813349312106111,0.1320128026783853,0.08967386937129988,0.167101199711531,-0.05937488228757182,0.09717383709910188,-0.0554894702201359,-0.127255610943892,0.28522913562160807,0.07102318812214191,0.16279035965693553,-0.004011942695513892,-0.12908221000105363,-0.06298484674799655,-0.029251058738708827,-0.13684055751988936,-0.17038031566151507,-0.3254835944250912,-0.331733332576232,-0.000815492911278676,-0.006027979100137442,0.26856920647704374,0.01511182872095684,0.021893813879888636
0.026999278467683723,0.1454999404354037,-0.11833993983098513,-0.04216665906345924,-0.08287873534730565,0.09220987689993079,1.0,0.09094187794988765,0.01890037054835484,0.0861696601279726,0.12723567861223328,0.22293687188768027,0.08077529275228187,0.10893460486877896,0.03321541641818592,0.003990039610559112,0.09518587803461502,0.18002953527236742,0.05642977609578744,0.022769311228686993,0.006850925410348861,0.04127278231877693,0.038522276268896524,0.14334306770834385,-0.1128443427671118,-0.010829564437299596,-0.07947023529276895,0.08780187078957719,0.07499241509272228,0.09693401605167992,0.043711968796493354,0.08835980162283688,0.06948933513453259,0.2178708484961297,0.07815344274103922,0.11575709274654478,0.04175804342124317,-0.0030015900147739413,0.08768498793349873,0.18093561181885826,0.04081264366230951,0.01770371717260745,0.010700089112755993,0.04918792752355321,0.02335872898239212,-0.0018119622586390614,-0.007233075116303981,-0.09614292095606923,-0.09627818676007958,-0.002977296570668868,0.05407986514014088,0.054162159710442366,0.0038420215527706515,0.009672682315042746
-0.019610701064026757,0.30009518744756547,0.006897211595469837,0.0853289644770869,0.01481236970505095,-0.15422015620316196,0.09094187794988765,1.0,0.023459321469948235,0.10854470209132497,0.18756543159253178,0.02398594793166067,0.05352185718346082,0.21988110668248412,0.17087640834108225,0.28270242075587043,0.1184358395766788,0.3603191173264717,0.006149556241452607,-0.010395124609887717,0.34336720933035997,0.33123727260814434,0.21226632846419755,0.2781532964197862,0.010700854343435122,0.10057754263462053,-0.008043059121983893,-0.1479099816671571,0.0877153006474398,0.928529762919568,0.04680321838057664,0.08097278727235727,0.20734118575864466,0.021227535886777844,0.03878101280356025,0.18068946962159152,0.15481728349276527,0.2502429971685226,0.11736222264471016,0.2880751088287392,0.015363621316538048,-0.013522655025012185,0.305555080862761,0.26284631953837595,0.15624909908872794,0.28658614368684593,0.3087101493365266,0.13624901618745444,0.15750216568339157,-0.029468133065183554,0.1756172405356573,-0.08345514902594105,0.0015879810046982655,-0.0028110154735601065
0.007699800486747397,0.00659794723717876,-0.010461441237095786,-0.003843698315013358,-0.005878363706740447,-0.0017095124374419215,0.01890037054835484,0.023459321469948235,1.0,0.0023483419807335064,0.013765728843544595,0.0019690074304213453,-0.014115094918111228,-0.0013825047815579155,0.002584187584373256,0.009844992047306333,0.0023953139097789783,0.01212005817718441,0.00446826607945447,0.01752532977856267,0.004798181938676417,0.009926495011759368,-0.0005884018874920378,0.009896798292643968,-0.016197798184179428,-0.0019553741766075447,-0.005566061747215094,-0.001431642717839955,-0.009621881956857656,0.037158172178867035,-0.007533844918293821,0.026132381361805283,-0.003100892475982927,0.0022318344251429168,-0.020822761169450886,-0.006616457881105708,0.005729366362533021,0.008015761681415181,0.006396374577195834,0.013695549902158804,-0.00956501680453603,0.010458795617541792,0.005334245371932583,0.011501542320952594,0.0017418186292716372,0.003364249124258966,0.0034330558523533376,-0.010784693950816023,-0.0057126555122388074,-0.008470874864316679,-0.0020340445963214202,-0.005708564845706976,-0.012229071222490033,-0.006286418194360388
0.02778573989117898,0.0566810623106788,-0.10883338372223293,-0.057265861488864256,-0.15061860589097353,0.09569974351566803,0.0861696601279726,0.10854470209132497,0.0023483419807335064,1.0,0.15893964704469207,0.11911928353970018,0.06438746064546298,0.06674900783478711,-0.03854952747071379,-0.02307795673478143,0.033826926650775496,0.050722970367049286,-0.01032229388954584,-0.01051260926704965,-0.043305246124712406,0.01011833049430174,0.002499057399258444,0.0566738052143827,-0.10705264799446687,-0.05080692066779978,-0.15581923803685493,0.10146480035212166,0.06026115076509212,0.11442809582840903,-0.005445491522909484,0.622732218606834,0.18483852301391837,0.12078345032902463,0.07753025273680132,0.06438882767298261,-0.025734050119432597,-0.027122028565930583,0.03277309081320128,0.054997237528358056,0.0037151308936772738,-0.011855074159562903,-0.039758637100859424,-0.00030545982157419377,0.011590341773929872,-0.04901717506102918,-0.0560590295890024,-0.12959041321087567,-0.13296342336228104,0.0010903650581677664,0.015143040376666408,0.03882196671535375,-0.0050778606645327995,0.0038438996117916156
